0.697,0.105,0.769,0.000
0.399,0.070,0.454,0.000
0.399,0.236,0.418,0.000
0.518,0.091,0.633,0.000
0.318,-0.035,-0.096,0.000
0.400,-0.071,-2.489,0.000
0.097,-0.010,-32.638,0.000
0.870,-0.010,0.932,0.000
-0.211,-0.495,-2.064,0.000
-7.742,-4.532,-3.857,0.000
0.189,0.029,0.196,0.000
0.141,-0.036,-418.435,0.000
