0.118,0.023,0.091,0.000
0.198,0.073,0.232,0.000
0.205,0.050,0.242,0.000
0.161,0.043,0.128,0.000
0.138,0.026,0.529,0.000
0.107,0.090,1.910,0.000
0.013,0.003,11.196,0.000
0.012,0.012,0.024,0.000
1.021,0.752,3.017,0.000
12.855,5.939,5.742,0.000
0.353,0.122,0.317,0.000
0.140,0.047,996.354,0.000
