13.600,5.000,5.000,0.000
17.700,5.000,5.000,0.000
2.300,15.000,15.000,0.000
2.300,15.000,15.000,0.000
6.600,1.000,1.000,0.000
12.800,2.000,2.000,0.000
8.000,13.000,13.000,0.000
9.000,1.000,1.000,0.000
12.300,2.000,2.000,0.000
5.100,5.000,5.000,0.000
162.300,11.000,11.000,0.000
4.000,2.000,2.000,0.000
